oyster genome,poly(I:C) priming,Priming poly(I:C)/T0,,,,,,Challenge Poly(I:C)+OsHV-1/10DPP,,,,FSW control,Priming FSW/T0,,,,,,Challenge FSW+OsHV-1/10DPP,,,,annotation and putative function,,,Gene ontology
CGI_10021731,not regulated,0,133.4787053,0,121.8522266,0,142.1713209,0,137.692851,0,136.7404364,sustained,0,120.6898779,0,113.7992771,-0.275876213,111.9680622,0,118.4504831,0,123.2972986,exostosin-2 isoform X1,virus,other,"F:heparan sulfate N-acetylglucosaminyltransferase activity; P:heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process; F:protein homodimerization activity; F:glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity; F:N-acetylglucosaminyl-proteoglycan 4-beta-glucuronosyltransferase activity; C:UDP-N-acetylglucosamine transferase complex; P:glycosaminoglycan biosynthetic process; C:Golgi membrane; C:extracellular exosome; F:protein heterodimerization activity; P:ossification; C:integral component of membrane; P:cell differentiation; P:mesoderm formation"
CGI_10020498,not regulated,0,169.4769365,0,168.3228394,0,138.4113998,0,147.077189,0,143.273555,not regulated,0,165.8929686,0,174.2719894,0,199.7028143,0,203.78713,0,209.2005138,dynein light chain axonemal,V/B,signaling,0
CGI_10007454,not regulated,0,133.8804095,0,107.5022346,0,136.0876913,0,144.8399571,0,140.5445383,sustained,0.276332972,142.2827528,0.246701452,137.8498207,-0.257682092,105.2896044,0,105.8048125,0,97.03947174,hamartin [Monodelphis domestica],other,other,P:regulation of biological quality; P:cell adhesion; P:single-organism transport; P:negative regulation of insulin receptor signaling pathway; P:tissue development; P:pallium development; P:regulation of translation; F:protein binding; P:regulation of cell-matrix adhesion; P:immune response; P:regulation of actin cytoskeleton organization; P:regulation of cellular component biogenesis; P:regulation of phosphate metabolic process; P:regulation of GTPase activity; C:integral component of membrane; P:cellular component organization; P:cell differentiation; P:regulation of protein modification process; F:GTPase regulator activity; C:TSC1-TSC2 complex; P:regulation of cell cycle; P:negative regulation of TOR signaling; C:cell periphery; P:organic substance transport
CGI_10028744,not regulated,0,135.0666244,0,125.8532524,0,135.3347141,0,104.0119243,0,116.5122311,sustained,-0.197654054,128.1844974,-0.412697962,109.1325257,-0.38343617,121.380403,0,116.0111996,0,118.9635298,tweety homolog 1-A-like isoform X7 [Octopus bimaculoides],other,other,C:chloride channel complex; P:chloride transmembrane transport; F:chloride channel activity
CGI_10015574,not regulated,0,121.5931034,0,115.8673504,0,132.7874336,0,116.4404244,0,132.3087495,priming specific,0.180390342,129.0158901,0.214768302,130.8610539,0,114.9403475,0,114.059859,0,112.753971,nucleo TPR-like,virus,other,C:nuclear envelope; P:regulation of macromolecule metabolic process; F:protein binding; P:regulation of mitotic nuclear division; P:regulation of chromosome organization; P:protein import into nucleus; C:viral nucleocapsid; P:negative regulation of biological process; P:regulation of primary metabolic process; P:cellular process; P:regulation of cellular metabolic process; P:response to stimulus
CGI_10020370,not regulated,0,123.9874143,0,111.8925024,0,130.1326767,0,130.6145406,0,137.2127815,priming specific,0.41576245,142.5999352,0.477464328,147.2477289,0,105.1037933,0,114.3133263,0,117.1664844,serine threonine- kinase RIO1-like,V/B,signaling,F:ATP binding; C:integral component of peroxisomal membrane; P:peroxisome organization; F:protein serine/threonine kinase activity; P:protein phosphorylation
CGI_10012229,not regulated,0,138.8932118,0,142.1938308,0,124.909806,0,119.5413316,0,138.8583085,sustained,0,154.7939293,0,154.5237357,-0.500976924,104.773967,0,117.4870708,0,111.6714934,H(+) Cl(-) exchange transporter 7,other,other,P:regulation of anion transmembrane transport; P:ion transmembrane transport; C:integral component of membrane; P:chloride transport; F:voltage-gated chloride channel activity
CGI_10003310,not regulated,0,137.8519675,0,125.3869811,0,123.9577626,0,107.8395863,0,117.6542412,recall opposite,0,128.1058093,0,123.0971468,-0.518721229,94.11846764,0.378172723,117.2579043,0.563844573,130.6164273,isoleucine--tRNA cytoplasmic,other,other,P:isoleucyl-tRNA aminoacylation; F:ATP binding; F:isoleucine-tRNA ligase activity; C:cytoplasm; P:regulation of translational fidelity; C:integral component of membrane; F:aminoacyl-tRNA editing activity; C:membrane-bounded organelle
CGI_10011850,not regulated,0,110.2263009,0,100.6620331,0,123.0138522,0,97.02472832,0,101.7228711,not regulated,0,99.26091184,0,92.86828529,0,99.46937153,0,91.13617626,0,98.64375979,FAD-dependent oxidoreductase domain-containing 2,other,other,C:endoplasmic reticulum lumen; P:oxidation-reduction process; P:ER-associated ubiquitin-dependent protein catabolic process; F:monooxygenase activity
CGI_10014443,not regulated,0,117.8026447,0,98.11546162,0,121.76613,0,126.1136382,0,121.6796774,sustained,0,111.2239562,0,103.8870789,-0.390760811,90.42360694,0,99.67823902,0,102.1457151,E3 ubiquitin- ligase UBR5-like,virus,IFN-like pathway and RLR recognition,F:ubiquitin-protein transferase activity; F:zinc ion binding; F:RNA binding; F:ubiquitin binding; F:ligase activity; P:protein ubiquitination
CGI_10020675,not regulated,0,138.1090834,0,113.9966162,0,121.6587638,0,102.2749283,0,125.7776196,sustained,0,133.2634954,0,136.4729318,0.309608807,160.9918267,0,135.2299134,0,137.8647074,DNA polymerase kappa,virus,other,"F:DNA-directed DNA polymerase activity; P:DNA biosynthetic process; P:nucleotide-excision repair, DNA gap filling; F:damaged DNA binding; C:nucleoplasm"
CGI_10022271,not regulated,0,111.6735479,0,89.93731091,0,110.507258,0,97.83442257,0,112.2745049,challenge specific,0,113.2946552,0,110.187223,0,136.7252931,0,118.1151761,-0.251250601,107.318516,fantom-like isoform X1,other,other,P:embryo development; P:telencephalon development; P:cilium morphogenesis; C:cytoskeletal part; C:ciliary part; P:limb morphogenesis; P:epithelium development; P:sensory organ development
CGI_10006132,not regulated,0,99.63373203,0,64.99623022,0,106.6658998,0,159.538934,0,143.0947165,sustained,0,108.6315416,0,105.2786333,-1.30598877,57.28121895,0,61.80093799,0.942559626,110.3126011,transcription factor [Ciona intestinalis],other,signaling,"F:transcription factor activity, sequence-specific DNA binding; P:regulation of transcription, DNA-templated; F:sequence-specific DNA binding"
CGI_10011561,not regulated,0,106.8759831,0,103.9369433,0,106.6210265,0,83.25149086,0,87.89933624,not regulated,0,93.5467936,0,68.92275307,0,95.05967294,0,86.01285526,0,89.66614589,Serine threonine- kinase Nek7,V/B,signaling,F:protein kinase binding; P:regulation of mitotic metaphase/anaphase transition; P:signal transduction; P:positive regulation of telomere capping; P:positive regulation of I-kappaB kinase/NF-kappaB signaling; P:chromosome segregation; P:protein autophosphorylation; F:protein serine/threonine kinase activity; F:signal transducer activity; C:nucleoplasm; F:magnesium ion binding; F:ATP binding; P:positive regulation of telomerase activity; C:microtubule organizing center; C:cytoplasm; F:kinesin binding; P:positive regulation of telomere maintenance via telomerase; P:G2 DNA damage checkpoint; P:peptidyl-serine phosphorylation
CGI_10026631,not regulated,0,106.2609517,0,128.9906589,0,104.8523996,0,119.3053104,0,140.8025247,sustained,0,105.2613291,0,126.6352885,0.467273739,170.8748772,0.488085911,232.1904093,0.474974667,223.3469207,reticulocyte-binding 2 homolog a-like,other,other,P:regulation of apoptotic process
CGI_10005362,not regulated,0,79.39435862,0,91.20996582,0,98.95531993,0,95.44255119,0,78.7796825,recall opposite,-0.567946652,45.24024666,-0.576481852,45.47184483,-0.624809437,48.88727475,0.960125435,98.67894857,1.66908,154.3050598,probable E3 ubiquitin- ligase DTX3,virus,other,C:nucleus; P:cellular macromolecule metabolic process; F:catalytic activity; F:metal ion binding; P:single-organism cellular process; P:cellular response to DNA damage stimulus; P:primary metabolic process; P:single-organism metabolic process
CGI_10021681,not regulated,0,85.70686099,0,91.17234752,0,94.47292822,0,87.88495999,0,85.83822426,sustained,0,98.72055112,0,101.5027752,0.84354995,162.1178907,0,107.1188029,0,106.6974278,glutaredoxin-1,other,other,C:cell; F:protein disulfide oxidoreductase activity; F:electron carrier activity; P:cell redox homeostasis; P:oxidation-reduction process
CGI_10024594,not regulated,0,100.8782449,0,84.59574512,0,94.12922881,0,95.81438561,0,97.54418518,recall opposite,0,98.72561002,0,96.68545281,-0.427407241,70.25148655,0,76.76893799,0.432454268,89.31213416,thioredoxin 1,V/B,other,C:cell; F:protein disulfide oxidoreductase activity; P:glycerol ether metabolic process; P:cell redox homeostasis; P:oxidation-reduction process
CGI_10026326,not regulated,0,100.4721641,0,96.87794785,0,93.1695462,0,97.927239,0,91.10537499,recall opposite,0.360790887,112.0923257,0.325655666,108.3610931,-0.428840062,68.99401428,0,83.07351986,0.756273171,109.9129634,ATP-dependent RNA helicase partial,virus,IFN-like pathway and RLR recognition,F:ATP binding; F:RNA binding; P:metabolic process; F:helicase activity
CGI_10027913,not regulated,0,83.53842665,0,76.69823112,0,93.04863481,0,89.36438345,0,91.20523807,sustained,-0.220879503,77.52538876,-0.216484753,76.98467862,-0.340572472,76.88660329,0,85.33967393,0.295681507,88.50574947,son of sevenless homolog 2,other,other,C:nucleus; F:DNA binding; P:regulation of Rho protein signal transduction; F:protein heterodimerization activity; P:small GTPase mediated signal transduction; F:Rho guanyl-nucleotide exchange factor activity; C:nucleosome; P:positive regulation of GTPase activity
CGI_10014639,not regulated,0,74.5226984,0,62.2008431,0,92.66148084,0,70.97264333,0,85.86788672,recall opposite,0,79.97954111,0,67.15059665,0.54841894,120.1000474,-0.357195316,89.15756816,-0.670679435,70.06369803,minor histocompatibility HA-1-like isoform X7 [Crassostrea gigas],V/B,other,P:signal transduction
CGI_10009094,not regulated,0,66.94670155,0,71.88179411,0,91.41191304,0,72.47720387,0,66.34875395,recall opposite,-0.638081398,56.41384048,0,65.72791949,0.525853622,144.71437,-0.740350634,79.59100279,-1.03268139,64.52709121,hypothetical protein CGI_10009094,virus,apoptosis,P:immune response; C:integral component of membrane; F:tumor necrosis factor receptor binding
CGI_10023676,not regulated,0,71.72327631,0,73.27443199,0,88.9495529,0,76.21732713,0,87.91876729,priming specific,0,69.48411961,-0.318234063,61.8493312,0,77.33015847,0,77.78267649,0,75.15670495,Dual serine threonine and tyrosine kinase,virus,other,F:ATP binding; F:protein serine/threonine kinase activity; P:protein phosphorylation; P:single-organism process
CGI_10003479,not regulated,0,86.80035165,0,61.62728566,0,86.31815335,0,70.3159472,0,82.30394289,recall opposite,0,84.47594194,0.316540723,90.75796736,0,84.01102457,0,69.64562601,-0.507992127,54.68394903,centromere kinetochore zw10 homolog,other,other,C:nucleus; C:cytoskeleton; P:single-organism localization; P:mitotic nuclear division; C:kinetochore; C:cytoplasmic part; P:establishment of localization in cell; P:transport; P:regulation of mitotic cell cycle
CGI_10015194,not regulated,0,74.20551091,0,76.25353936,0,86.3026037,0,85.00586171,0,92.37958568,recall opposite,-0.322752894,67.13779056,-0.447158991,60.80037643,0,76.41759373,0,84.46212124,0.508579074,102.4883349,probable E3 ubiquitin- ligase RNF217,virus,IFN-like pathway and RLR recognition,F:ubiquitin-protein transferase activity; F:metal ion binding; C:integral component of membrane; P:protein ubiquitination
CGI_10020879,not regulated,0,115.0852179,0,133.064722,0,84.85661251,0,69.32150512,0,100.4270698,challenge specific,0,135.1958731,0,105.9223862,0,74.70022108,0,98.56152152,1.272357411,172.8373769,baculoviral IAP repeat-containing 2-like [Lingula anatina],virus,apoptosis,F:zinc ion binding
CGI_10007992,not regulated,0,108.0041319,0,93.43394669,0,83.84806292,0,81.29219171,0,90.62124772,not regulated,0,87.34190064,0,103.5550404,0,121.6257374,0,126.6934003,0,107.5735958,c-binding -like,other,other,F:ion channel activity; P:ion transmembrane transport; C:integral component of membrane
CGI_10025070,not regulated,0,79.19628436,0,76.86431291,0,83.11295063,0,77.22597076,0,94.25657821,not regulated,0,57.51009214,0,53.26192861,0,76.52504328,0,91.90430789,0,75.55569074,Toll-like receptor 2,V/B,Toll/NF-kB pathway,P:signal transduction
CGI_10017186,not regulated,0,83.86650163,0,71.87496738,0,78.53880178,0,65.39262954,0,76.66292537,sustained,0,81.85066893,0,74.81841592,-0.525040863,63.33356826,0,73.23164601,0.329368744,74.69166624,bifunctional glutamate proline--tRNA ligase-like,other,signaling,F:ATP binding; C:cytoplasm; F:proline-tRNA ligase activity; F:glutamate-tRNA ligase activity; P:glutamyl-tRNA aminoacylation; P:prolyl-tRNA aminoacylation
CGI_10021564,not regulated,0,86.61749115,0,71.06886599,0,78.35814891,0,71.80238396,0,86.08327622,challenge specific,0,91.50767035,0,73.72553536,0,121.2851015,0,93.40054054,-0.508353099,79.08197955,leucine-rich repeat and death domain-containing 1,V/B,signaling,P:signal transduction
CGI_10012016,not regulated,0,70.6633412,0,62.77512688,0,77.58916598,0,69.98611888,0,86.15995829,sustained,0,70.81477057,0,74.36260627,0.416763287,101.7047151,0,87.19677797,-0.363869632,73.78604241,excitatory amino acid transporter 2 isoform X3 [Fukomys damarensis],V/B,other,P:dicarboxylic acid transport; P:transmembrane transport; F:sodium:dicarboxylate symporter activity; C:integral component of membrane; P:larval locomotory behavior
CGI_10009264,not regulated,0,52.60486283,0,50.61459106,0,75.275777,0,70.61048498,0,71.54967418,not regulated,0,44.64924516,0,46.22757861,0,52.24462118,0,54.95239646,0,56.70216801,baculoviral IAP repeat-containing 7,virus,apoptosis,F:ubiquitin protein ligase activity; P:positive regulation of protein linear polyubiquitination; P:positive regulation of canonical Wnt signaling pathway; P:single-organism cellular process; P:cellular response to DNA damage stimulus; F:cysteine-type endopeptidase inhibitor activity involved in apoptotic process; P:regulation of cell proliferation; C:nucleoplasm; P:copper ion homeostasis; F:protein binding; P:negative regulation of cysteine-type endopeptidase activity involved in apoptotic process; C:cytosol; P:regulation of inflammatory response; P:regulation of nucleotide-binding oligomerization domain containing signaling pathway; P:regulation of BMP signaling pathway; P:protein ubiquitination
CGI_10007057,not regulated,0,61.01873508,0,67.00996955,0,74.76425899,0,71.98265891,0,68.23774022,recall opposite,-0.378588895,46.40520814,-0.293678516,48.86352955,-0.645153269,41.60109328,0.531937355,58.03586208,0.92974359,74.75313943,ubiquitin-like modifier-activating enzyme 1 [Sinocyclocheilus grahami],other,other,C:nucleus; F:ubiquitin-protein transferase activity; F:ATP binding; P:axonogenesis; P:cellular protein modification process; C:cytosol; F:ubiquitin activating enzyme activity; P:ubiquitin-dependent protein catabolic process
CGI_10006186,not regulated,0,74.56789041,0,80.24086839,0,72.77274977,0,63.0925784,0,63.95681574,recall opposite,0,68.29505245,0,62.2087678,-0.491266746,57.20718755,0,62.52229219,0.537695069,78.12482811,Inhibitor of nuclear factor kappa-B kinase subunit alpha,V/B,Toll/NF-kB pathway,F:ATP binding; P:regulation of cellular process; P:cellular response to stimulus; C:cytosol; F:protein kinase activity; F:protein dimerization activity; P:protein phosphorylation; C:plasma membrane
CGI_10010606,not regulated,0,72.25636935,0,69.24413742,0,72.43407454,0,53.99644325,0,60.44337653,sustained,-0.561657035,52.70164036,-0.404131839,58.72124582,-0.540571737,58.22228856,0,61.86375575,0,68.2669876,nuclear receptor ROR-beta-like [Crassostrea gigas],other,other,"C:nucleus; F:transcription factor activity, sequence-specific DNA binding; F:zinc ion binding; P:transcription, DNA-templated; F:steroid hormone receptor activity; P:regulation of transcription, DNA-templated; F:sequence-specific DNA binding; P:steroid hormone mediated signaling pathway"
CGI_10014255,not regulated,0,69.52990764,0,53.47084068,0,69.82923845,0,69.16933531,0,77.69650981,sustained,0,79.19929037,0,78.65821517,0.686405695,110.8213519,0,94.66836552,0,81.1012852,dnaJ homolog subfamily C member 27-like,virus,other,F:GTP binding; P:nucleocytoplasmic transport; C:trans-Golgi network; P:melanosome organization; C:melanosome; P:small GTPase mediated signal transduction; F:GTPase activity; C:membrane; P:metabolic process; P:protein localization to membrane; P:intracellular protein transport
